id,name_full,name_sort,year_born,year_died,is_dead,org_acronym
60361,Danhausen,Danhausen,,,0,Progress
60363,Lena Kross,Lena Kross,,,0,Progress
60364,Danny Black,Danny Black,,,0,RPW
60365,Marisela Peña,Marisela Pena,,,0,AAA
60366,Path Finder III,Path Finder III,,,0,AAA
60367,Black Andrómeda,Black Andromeda,,,0,AAA
60369,Nobu San,Nobu San,,,0,AAA
60370,Jessy Ventura,Jessy Ventura,,,0,AAA
60371,Jessy (Exotico),Jessy (Exotico),,,0,AAA
60372,Matt Riddle,Matt Riddle,,,0,AAA
60410,Joshua Bengorian,Joshua Bengorian,,,0,UWF-HA
60411,Barry Horowitz,Barry Horowitz,,,0,UWF-HA
60412,Helmut Hessler,Helmut Hessler,,,0,UWF-HA
60413,The Wild Thing,Wild Thing,,,0,UWF-HA
60426,Kamille,Kamille,,,0,AEW
60428,Sammy Guevara,Sammy Guevara,,,0,ROH
60447,Rosemary (Exit),Rosemary (Exit),,,0,TNA
60449,El Reverso,El Reverso,,,0,TNA
60451,Megan Bayne,Megan Bayne,,,0,GCW-NJ
60452,Galeno del Mal,Galeno del Mal,,,0,GCW-NJ
60455,Gabe Kidd,Gabe Kidd,,,0,GCW-NJ
60457,Zilla Fatu,Zilla Fatu,,,0,GCW-NJ
60458,Sidney Akeem,Sidney Akeem,,,0,GCW-NJ
60459,Morgan Dash,Morgan Dash,,,0,GCW-NJ
60460,Count Noctis,Count Noctis,,,0,GCW-NJ
60461,Brian Johnson,Brian Johnson,,,0,GCW-NJ
60462,Julius Creed,Julius Creed,,,0,GCW-NJ
60463,Charlie Dempsey,Charlie Dempsey,,,0,GCW-NJ
60464,Brutus Creed,Brutus Creed,,,0,GCW-NJ
60465,Mike Santana,Mike Santana,,,0,GCW-NJ
60466,Josh Woods,Josh Woods,,,0,GCW-NJ
60467,Miyu Yamashita,Miyu Yamashita,,,0,GCW-NJ
60468,Fuminori Abe,Fuminori Abe,,,0,GCW-NJ
60470,Takuya Nomura,Takuya Nomura,,,0,GCW-NJ
60471,Lou Nixon,Lou Nixon,,,0,GCW-NJ
60473,Axel Tischer,Axel Tischer,,,0,GCW-NJ
60480,Raj Dhesi,Raj Dhesi,,,0,GCW-NJ
60483,Isaiah Broner,Isaiah Broner,,,0,GCW-NJ
60484,Cool Ass Andy,Cool Ass Andy,,,0,GCW-NJ
60486,Matt Hardy,Matt Hardy,,,0,GCW-NJ
60488,Sojournor Bolt,Sojournor Bolt,,,0,REMIX
60497,Nevaeh,Nevaeh,,,0,REMIX
60511,Mai Tai Anoa'i,Mai Tai Anoa'i,,,0,WWE
60523,Mike Bailey,Mike Bailey,,,0,WPW-Can
60524,Eddie Vergara,Eddie Vergara,,,0,LLCabaret
60525,Santiago Sangriento,Santiago Sangriento,,,0,LLCabaret
60526,Don Diablo,Don Diablo,,,0,LLCabaret
60544,Madison Rayne,Madison Rayne,,,0,TNT
60571,Josh Briggs,Josh Briggs,,,0,NOAH
60572,Tavion Heights,Tavion Heights,,,0,NOAH
60577,Samuray del Sol,Samuray del Sol,,,0,SPW-5
60578,Ahmed Dowsari,Ahmed Dowsari,,,0,SPW-5
60591,Maxwell Jacob Friedman (Exit),Maxwell Jacob Friedman (Exit),,,0,AEW
60592,Dante Chen,Dante Chen,,,0,TNA
60593,Wolfgang,Wolfgang,,,0,TNA
60609,Nikki Roxx,Nikki Roxx,,,0,SHINE
60610,XYON,XYON,,,0,TNA
60618,Gabby Gilbert,Gabby Gilbert,,,0,PTPW
60622,Stephanie Vaquer,Stephanie Vaquer,,,0,STARDOM
60624,Zoey Skye,Zoey Skye,,,0,STARDOM
60625,Maven,Maven,,,0,FullThrottle
60626,"Andrew ""Test"" Martin","Andrew ""Test"" Martin",1975,2009,1,FullThrottle
60627,Buff Bagwell,Buff Bagwell,,,0,FullThrottle
60628,Diamond Dallas Page,Diamond Dallas Page,,,0,FullThrottle
60629,K-Krush,K-Krush,,,0,MCW-9
60630,Grandmaster Sexay,Grandmaster Sexay,1972,2018,1,MCW-9
60631,Daffney,Daffney,1975,2021,1,FullThrottle
60632,Harry Smith,Harry Smith,,,0,PWE-7
60633,AJ Styles,AJ Styles,,,0,PWE-7
60634,Xavier,Xavier,1977,2020,1,PWE-7
60635,Charlie Haas,Charlie Haas,,,0,PWE-7
60636,Nova,Nova,,,0,PCW-NJ
60637,Eddy Guerrero,Eddy Guerrero,1967,2005,1,PCW-NJ
60638,Devon Storm,Devon Storm,,,0,PCW-NJ
60639,Trent Acid,Trent Acid,1980,2010,1,PCW-NJ
60640,Gangrel,Gangrel,,,0,PCW-NJ
60641,The Wall,Wall,1966,2003,1,PCW-NJ
60642,Terry Funk,Terry Funk,1944,2023,1,NWC
60643,Angel Williams,Angel Williams,,,0,FullThrottle
60644,Tito Santana,Tito Santana,,,0,NWC
60645,Nikki Roxx,Nikki Roxx,,,0,FullThrottle
60646,Steve Corino,Steve Corino,,,0,IHPW
60647,Dusty Rhodes,Dusty Rhodes,1945,2015,1,IHPW
60648,Talia Madison,Talia Madison,,,0,FullThrottle
60649,Alicia,Alicia,,,0,IHPW
60650,Kara Slice,Kara Slice,,,0,IHPW
60651,Tara Charisma,Tara Charisma,,,0,IHPW
60652,Alere Little Feather,Alere Little Feather,,,0,IHPW
60653,Sexton Hardcastle,Sexton Hardcastle,,,0,PCW-6
60654,2 Cold Scorpio,2 Cold Scorpio,,,0,PCW-6
60657,Mercurio,Mercurio,,,0,NWA
60659,"Jim ""The Anvil"" Neidhart","Jim ""The Anvil"" Neidhart",1955,2018,1,MCW-9
60660,Danny Jones,Danny Jones,,,0,MLW
60661,Renee Michelle,Renee Michelle,,,0,MLW
60680,Nikki Roxx,Nikki Roxx,,,0,EPW-8
60681,Bob Evans,Bob Evans,,,0,EPW-8
60682,Alex Arion,Alex Arion,,,0,EPW-8
60683,Mercedes KV,Mercedes KV,,,0,PWF-NE
60684,PAC,PAC,,,0,CMLL
60687,Diva Lumberjacks,Diva Lumberjacks,,,0,WWE
60688,Numatchi,Numatchi,,,0,JWP
60699,Anna Jay,Anna Jay,,,0,STARDOM
60704,Yuko Kosugi,Yuko Kosugi,,,0,JWP
60720,Trevor Lee,Trevor Lee,,,0,BLP
60724,Jack Cartwheel,Jack Cartwheel,,,0,RPW
60727,Yumi Fukawa,Yumi Fukawa,,,0,JWP
60728,Tomoko Miyaguchi,Tomoko Miyaguchi,,,0,JWP
60729,Emi Motokawa,Emi Motokawa,,,0,JWP
60732,Maxwell Jacob Friedman (Exit),Maxwell Jacob Friedman (Exit),,,0,RPW
60733,Manami Toyota,Manami Toyota,,,0,JWP
60734,Tomoki Kuzumi,Tomoki Kuzumi,,,0,JWP
60737,Rob Lias,Rob Lias,,,0,Purpose
60738,Donna del Mondo,Donna del Mondo,,,0,STARDOM
60741,Bob Orton Jr.,Bob Orton Jr.,,,0,HOW-2
60742,Jake Roberts,Jake Roberts,,,0,HOW-2
60743,Delmi Exo,Delmi Exo,,,0,ThrashElvania
60744,Shazza McKenzie,Shazza McKenzie,,,0,ThrashElvania
60745,Rhio,Rhio,,,0,ThrashElvania
60751,Syuri,Syuri,,,0,STARDOM
60752,Lord Adrean,Lord Adrean,,,0,BOFS
60753,Jay Davis,Jay Davis,,,0,BOFS
60754,Tre Lamar,Tre Lamar,,,0,BOFS
60755,Mysterious Q,Mysterious Q,,,0,BOFS
60758,Janai Kai,Janai Kai,,,0,BOFS
60759,Trish Adora,Trish Adora,,,0,BOFS
60760,Calvin Tankman,Calvin Tankman,,,0,BOFS
60761,Darius Lockhart,Darius Lockhart,,,0,BOFS
60762,Danni Bee,Danni Bee,,,0,BOFS
60763,Deranged,Deranged,,,0,BOFS
60764,CPA,CPA,,,0,NGNR
60765,Lex Lozano,Lex Lozano,,,0,NGNR
60767,Salem Spikes,Salem Spikes,,,0,NGNR
60768,Aaron Cademia,Aaron Cademia,,,0,NGNR
60769,Elle Valentine,Elle Valentine,,,0,NGNR
60770,Beau Douglas,Beau Douglas,,,0,NGNR
60771,Ashley Buchanan,Ashley Buchanan,,,0,NGNR
60772,The Crusher,Crusher,,,0,NGNR
60774,Logan Black,Logan Black,,,0,NGNR
60777,Machiko,Machiko,,,0,Sparkle
60778,Phoebe,Phoebe,,,0,Sparkle
60779,Colby Black,Colby Black,,,0,Sparkle
60780,Drake Gallows,Drake Gallows,,,0,Sparkle
60781,Katie Forbes,Katie Forbes,,,0,Sparkle
60782,Skylar Slice,Skylar Slice,,,0,Sparkle
60783,Killista,Killista,,,0,Sparkle
60784,Hyan,Hyan,,,0,Sparkle
60785,Mickie Knuckles,Mickie Knuckles,,,0,Sparkle
60786,Nikki Knight,Nikki Knight,,,0,Sparkle
60790,"""brother"" YASSHI",brother YASSHI,,,0,DDT
60791,Blue Pain,Blue Pain,,,0,PWEUK
60792,Blue Pain,Blue Pain,,,0,GCW-NJ
60793,Blue Kane,Blue Kane,,,0,GCW-NJ
60797,Maika,Maika,,,0,STARDOM
60799,Mina Shirakawa,Mina Shirakawa,,,0,BBJ
60800,Mina Shirakawa,Mina Shirakawa,,,0,TJPW
60801,Mina Shirakawa,Mina Shirakawa,,,0,STARDOM
60803,Hoshimi Muramatsu,Hoshimi Muramatsu,,,0,BBJ
60805,JP O'Reilly,JP O'Reilly,,,0,VPW-6
60806,Alexander Lee,Alexander Lee,,,0,VPW-6
60807,Vinny Pacifico,Vinny Pacifico,,,0,VPW-6
60808,EC3,EC3,,,0,VPW-6
60809,Bobby Ocean,Bobby Ocean,,,0,VPW-6
60810,Malik Logan,Malik Logan,,,0,VPW-6
60811,Black Rose,Black Rose,,,0,VPW-6
60812,Frank Jaeger,Frank Jaeger,,,0,VPW-6
60813,Allen Prophet,Allen Prophet,,,0,VPW-6
60814,Blade Bandit,Blade Bandit,,,0,VPW-6
60815,Jessie Nolan,Jessie Nolan,,,0,VPW-6
60816,Nuka the Great,Nuka the Great,,,0,VPW-6
60817,Danny Atom,Danny Atom,,,0,VPW-6
60818,Eros Drifter,Eros Drifter,,,0,VPW-6
60819,Ace Romero,Ace Romero,,,0,VPW-6
60820,Mason X,Mason X,,,0,VPW-6
60821,Philly Mike,Philly Mike,,,0,VPW-6
60822,Battle Royal Participants,Battle Royal Participants,,,0,VPW-6
60823,Slade,Slade,,,0,VPW-6
60824,Big Cat,Big Cat,,,0,VPW-6
60825,Wesley Pipes,Wesley Pipes,,,0,VPW-6
60826,Lee Miller,Lee Miller,,,0,VPW-6
60827,Johnny Primer,Johnny Primer,,,0,VPW-6
60830,Jake Hess,Jake Hess,,,0,VPW-6
60832,Rhett Titus,Rhett Titus,,,0,VPW-6
60833,Joey Silver,Joey Silver,,,0,VPW-6
60834,Rick Williams,Rick Williams,,,0,VPW-6
60837,Unknown (Name Needed),Unknown (Name Needed),,,0,VPW-6
60838,Cousin Larry,Cousin Larry,,,0,VPW-6
60839,Jacob Drifter,Jacob Drifter,,,0,VPW-6
60840,Chan Smith,Chan Smith,,,0,WHIW
60842,Solomon Tupu,Solomon Tupu,,,0,WHIW
60843,Derek James,Derek James,,,0,WHIW
60844,Cade Fite,Cade Fite,,,0,WHIW
60847,Mad Dog Connelly,Mad Dog Connelly,,,0,WHIW
60848,Roy Lewis,Roy Lewis,,,0,WHIW
60851,Merc,Merc,,,0,WHIW
60852,Victor Analog,Victor Analog,,,0,WHIW
60853,Tommy Davis,Tommy Davis,,,0,WHIW
60854,Hippie Johnny,Hippie Johnny,,,0,WHIW
60855,Mikko Maestro,Mikko Maestro,,,0,WHIW
60856,High Voltage Kat,High Voltage Kat,,,0,WHIW
60857,Ashlyn Alexander,Ashlyn Alexander,,,0,WHIW
60858,Jade Blackwell,Jade Blackwell,,,0,WHIW
60859,Florida Man,Florida Man,,,0,WHIW
60860,Tim Boston,Tim Boston,,,0,WHIW
60863,Count Noctis,Count Noctis,,,0,WHIW
60864,The Luminary,Luminary,,,0,WHIW
60874,Riley Osborne,Riley Osborne,,,0,TNA
60875,Ari Daivari,Ari Daivari,,,0,ROH
60876,Mila Moore,Mila Moore,,,0,TNA
60879,Natsumi Maki,Natsumi Maki,,,0,TJPW
60881,Pink Cadillac,Pink Cadillac,,,0,JWP
60882,Cadillac Pink,Cadillac Pink,,,0,JWP
60885,Chris Chavis,Chris Chavis,,,0,SAPW-3
60886,Vince Torelli,Vince Torelli,,,0,SAPW-3
60887,Honky Tonk Man,Honky Tonk Man,,,0,NWC
60889,Jim Neidhart,Jim Neidhart,1955,2018,1,NWC
60891,Zuma,Zuma,,,0,NWC
60892,Mr. Hughes,Mr. Hughes,,,0,NWC
60893,Johnny Psycho Paine,Johnny Psycho Paine,,,0,NWC
60894,The Navajo Kid,Navajo Kid,,,0,NWC
60898,Barbara Blade,Barbara Blade,,,0,NWC
60900,Judge Dread,Judge Dread,,,0,NWC
60901,The Thug,Thug,,,0,NWC
60902,Lil Haystacks,Lil Haystacks,,,0,NWC
60903,Battle Royal Participants,Battle Royal Participants,,,0,NWC
60905,Bobby Bradley,Bobby Bradley,,,0,NWC
60906,Nailz,Nailz,,,0,NWC
60907,Brutus Beefcake,Brutus Beefcake,,,0,NWC
60909,Reklusa,Reklusa,,,0,LU
60911,Lena Kross,Lena Kross,,,0,WSW
60912,Matt Cardona,Matt Cardona,,,0,WSW
60913,Cassie Lee,Cassie Lee,,,0,WSW
60914,Shawn Spears,Shawn Spears,,,0,WSW
60916,Indi Hartwell,Indi Hartwell,,,0,WSW
60917,Jordynne Grace,Jordynne Grace,,,0,WSW
60918,Tenille Dashwood,Tenille Dashwood,,,0,WSW
60919,Chelsea Green,Chelsea Green,,,0,WSW
60920,Taya Valkyrie,Taya Valkyrie,,,0,WSW
60921,Joey Janela,Joey Janela,,,0,WSW
60923,Johnny Downunder,Johnny Downunder,,,0,WSW
60924,Brian Cage,Brian Cage,,,0,WSW
60926,Steph De Lander,Steph De Lander,,,0,WSW
60927,Shazza McKenzie,Shazza McKenzie,,,0,WSW
60928,Bandido,Bandido,,,0,WSW
60929,Jessica Troy,Jessica Troy,,,0,WSW
60931,MJ Paulie,MJ Paulie,,,0,DDT
60934,Mikey Broderick,Mikey Broderick,,,0,WSW
60935,Slex,Slex,,,0,WSW
60936,Brandi Rhodes,Brandi Rhodes,,,0,WSW
60937,Buddy Matthews,Buddy Matthews,,,0,WSW
60938,Alex Zayne,Alex Zayne,,,0,WSW
60939,Mat Diamond,Mat Diamond,,,0,WSW
60940,Robbie Eagles,Robbie Eagles,,,0,WSW
60942,Trey Miguel,Trey Miguel,,,0,WSW
60943,Jack Bonza,Jack Bonza,,,0,WSW
60944,Alexander Hammerstone,Alexander Hammerstone,,,0,WSW
60945,Flip Gordon,Flip Gordon,,,0,WSW
60946,Chris Basso,Chris Basso,,,0,WSW
60947,Effy,Effy,,,0,WSW
60948,TJP,TJP,,,0,WSW
60949,Blake Christian,Blake Christian,,,0,WSW
60950,Josh Alexander,Josh Alexander,,,0,WSW
60953,Mick Moretti,Mick Moretti,,,0,WSW
60954,Matt Riddle,Matt Riddle,,,0,WSW
60955,Caveman Ugg,Caveman Ugg,,,0,WSW
60956,Adam Brooks,Adam Brooks,,,0,WSW
60957,Mike Bailey,Mike Bailey,,,0,WSW
60958,Frankie Kazarian,Frankie Kazarian,,,0,WSW
60961,Erick Redbeard,Erick Redbeard,,,0,WSW
60962,Hayden Zenith,Hayden Zenith,,,0,WSW
60978,Eric Dillinger,Eric Dillinger,,,0,RPW
60981,Mataro,Mataro,,,0,DDT
60982,The D'Angelo Family,D'Angelo Family,,,0,WWE
60983,Psicosis II (Masked),Psicosis II (Masked),,,0,AAA
60984,Congo Crush,Congo Crush,,,0,AUW
60985,Sean Black,Sean Black,,,0,AUW
60986,Congo Crush,Congo Crush,,,0,ComptonMania
60987,Congo Crush,Congo Crush,,,0,BVW
60988,FrescoMatic,FrescoMatic,,,0,BVW
60989,Ray Rosas,Ray Rosas,,,0,MPW-10
60990,Congo Crush,Congo Crush,,,0,MPW-10
60991,Congo Crush,Congo Crush,,,0,D6W
60992,Oso Loco,Oso Loco,,,0,D6W
60993,Joey Ryan,Joey Ryan,,,0,FIST
60996,Promise Juicy Couture,Promise Juicy Couture,,,0,VIBE
60997,Pretty Boy Smooth,Pretty Boy Smooth,,,0,VIBE
60998,Karen BamBam,Karen BamBam,,,0,VIBE
60999,Sahara Seven,Sahara Seven,,,0,VIBE
61000,Jared Evans,Jared Evans,,,0,VIBE
61014,Mercedes KV,Mercedes KV,,,0,CW
61015,Mistress Belmont,Mistress Belmont,,,0,CW
61016,Mistress Belmont,Mistress Belmont,,,0,PWF-NE
61049,Yumiko Hotta,Yumiko Hotta,,,0,JWP
61054,Mima Shimoda,Mima Shimoda,,,0,JWP
61055,Akira Hokuto,Akira Hokuto,,,0,JWP
61056,Cosmic Angels,Cosmic Angels,,,0,STARDOM
61057,Club Venus,Club Venus,,,0,STARDOM
61058,Empress Nexus Venus,Empress Nexus Venus,,,0,STARDOM
61059,God's Eye,God's Eye,,,0,STARDOM
61060,H.A.T.E.,H.A.T.E.,,,0,STARDOM
61061,Neo Genesis,Neo Genesis,,,0,STARDOM
61062,Prominence,Prominence,,,0,STARDOM
61063,Queen's Quest,Queen's Quest,,,0,STARDOM
61064,STARS,STARS,,,0,STARDOM
61065,Tokyo Cyber Squad,Tokyo Cyber Squad,,,0,STARDOM
61070,Dani Luna,Dani Luna,,,0,RCPW
61079,Smiley Mami,Smiley Mami,,,0,JWP
61083,Oscal Tomo,Oscal Tomo,,,0,JWP
61084,Ilia Yonemoto,Ilia Yonemoto,,,0,JWP
61087,Yu Yamazaki,Yu Yamazaki,,,0,JWP
61088,Yuki Ito,Yuki Ito,,,0,JWP
61089,Yuki “Not Sexy” Iino,Yuki “Not Sexy” Iino,,,0,DDT
61108,Jungle Kyona,Jungle Kyona,,,0,STARDOM
61109,Rebel Kel,Rebel Kel,,,0,STARDOM
61125,"Jerry ""The King"" Lawler",Jerry Lawler,,,0,MCW-9
61126,Road Dogg,Road Dogg,,,0,MCW-9
61127,Dante Martin,Dante Martin,,,0,RPW
61128,Giulia,Giulia,,,0,Marigold
61129,Mina Shirakawa,Mina Shirakawa,,,0,RPW
61143,Ricochet,Ricochet,,,0,AEW
61144,Nigel McGuinness,Nigel McGuiness,,,0,AEW
61149,Sachiko Koganei,Sachiko Koganei,,,0,JWP
61150,Yukako Fujihara,Yukako Fujihara,,,0,JWP
61160,John Bradshaw Layfield,John Bradshaw Layfield,,,0,AAA
61161,El Ojo,El Ojo,,,0,AAA
61162,Rumi Yasuda,Rumi Yasuda,,,0,JWP
61163,Yuka Nakajima,Yuka Nakajima,,,0,JWP
61167,Chan Mi Chon,Chan Mi Chon,,,0,JWP
61177,Bo Dallas (Exit),Bo Dallas (Exit),,,0,WWE
61182,Miyuki Takayama,Miyuki Takayama,,,0,JWP
61189,Witch Warrior,Witch Warrior,,,0,JWP
61191,Zachary Wentz,Zachary Wentz,,,0,WWE
61192,Rosemary,Rosemary,,,0,WWE
61193,Nash Carter,Nash Carter,,,0,WWE
61197,Mitsuyo Mura,Mitsuyo Mura,,,0,JWP
61200,La Esclava,La Esclava,,,0,JWP
61203,Lola González,Lola Gonzalez,,,0,JWP
61207,Oscar Tomo,Oscar Tomo,,,0,JWP
61209,Dani Mo,Dani Mo,,,0,JCW
61210,Alice Crowley,Alice Crowley,,,0,JCW
61212,Santana Jackson,Santana Jackson,,,0,JCW
61213,James Storm,James Storm,,,0,JCW
61215,Machiko Hioki,Machiko Hioki,,,0,JWP
61216,Shinobu Asada,Shinobu Asada,,,0,JWP
61217,Sidney Akeem,Sidney Akeem,,,0,ROH
61218,Mitsue Kobayashi,Mitsue Kobayashi,,,0,JWP
61219,Mika Kuwahara,Mika Kuwahara,,,0,JWP
61220,Sumiko Saito,Sumiko Saito,,,0,JWP
61221,KAZUKI,KAZUKI,,,0,JWP
61222,Leon,Leon,,,0,JWP
61223,Sachie Abe,Sachie Abe,,,0,JWP
61224,Hailey Hatred,Hailey Hatred,,,0,JWP
61225,Maury,Maury,,,0,JWP
61226,Nikki Storm,Nikki Storm,,,0,JWP
61227,Hanako Nakamori,Hanako Nakamori,,,0,JWP
61228,Manami Katsu,Manami Katsu,,,0,JWP
61229,Sareee,Sareee,,,0,JWP
61230,Kana,Kana,,,0,JWP
61231,Arisa Nakajima,Arisa Nakajima,,,0,JWP
61232,GAMI,GAMI,,,0,JWP
61233,Kayoko Haruyama,Kayoko Haruyama,,,0,JWP
61234,Tsubasa Kuragaki,Tsubasa Kuragaki,,,0,JWP
61254,Tom Campbell,Tom Campbell,,,0,Progress
61256,Nova Fury,Nova Fury,,,0,OVW
61257,Maximo Suave,Maximo Suave,,,0,Grindhouse
61258,KENTA,KENTA,,,0,Progress
61259,Eriko Tsuchiya,Eriko Tsuchiya,,,0,FMW
61268,Bea Priestley,Bea Priestley,,,0,STARDOM
61279,HANAKO,HANAKO,,,0,MLW
61281,LSG,LSG,,,0,MLW
61282,Donovan Dijak,Donovan Dijak,,,0,MLW
61284,Tsubasa Suzuki,Tsubasa Suzuki,,,0,DDT
61287,John Layfield,John Layfield,,,0,TNA
61290,Bomber Hikaru,Bomber Hikaru,,,0,FMW
61292,Morimura,Morimura,,,0,FMW
61293,The Great Fake,Great Fake,,,0,FMW
61294,ZEN (Faction),ZEN (Faction),,,0,FMW
61295,Giulia,Giulia,,,0,WWE
61296,Gin Sevani,Gin Sevani,,,0,DCW-KY
61297,J-Rod,J-Rod,,,0,DCW-KY
61300,Cameron Gates,Cameron Gates,,,0,DCW-KY
61301,CJ Tino,CJ Tino,,,0,DCW-KY
61302,Will Allday,Will Allday,,,0,DCW-KY
61303,Sergio Santana,Sergio Santana,,,0,DCW-KY
61304,Buck Skynyr,Buck Skynyr,,,0,DCW-KY
61305,Matt Vandagriff,Matt Vandagriff,,,0,DCW-KY
61306,Taniya,Taniya,,,0,DCW-KY
61308,Vinnie Massaro,Vinnie Massaro,,,0,DCW-KY
61309,Jordan Oasis,Jordan Oasis,,,0,DCW-KY
61311,Parker Lee,Parker Lee,,,0,DCW-KY
61312,Ricky Starks,Ricky Starks,,,0,DCW-KY
61313,Josiah Jean,Josiah Jean,,,0,DCW-KY
61314,Ayden Cristiano,Ayden Cristiano,,,0,DCW-KY
61315,Hyena Hera,Hyena Hera,,,0,DCW-KY
61316,Angelica Risk,Angelica Risk,,,0,DCW-KY
61318,Mason D. Madden,Mason D. Madden,,,0,DCW-KY
61319,Vary Morales,Vary Morales,,,0,DCW-KY
61320,Carlie Bravo,Carlie Bravo,,,0,DCW-KY
61321,Jacob Fatu,Jacob Fatu,,,0,DCW-KY
61322,Booker T,Booker T,,,0,DCW-KY
61323,Edge Stone,Edge Stone,,,0,DCW-KY
61324,QT Marshall,QT Marshall,,,0,DCW-KY
61325,Luther Biggs,Luther Biggs,,,0,DCW-KY
61326,Scotty Riggs,Scotty Riggs,,,0,DCW-KY
61327,Glacier,Glacier,,,0,DCW-KY
61330,Max Castellanos,Max Castellanos,,,0,DCW-KY
61331,Ryan Davidson,Ryan Davidson,,,0,DCW-KY
61332,Elijah Drago,Elijah Drago,,,0,DCW-KY
61333,Brady Booker,Brady Booker,,,0,DCW-KY
61334,Mia Friday,Mia Friday,,,0,DCW-KY
61335,Maya World,Maya World,,,0,DCW-KY
61336,Emmy Camacho,Emmy Camacho,,,0,DCW-KY
61337,Lady Bird,Lady Bird,,,0,DCW-KY
61338,Jada Stone,Jada Stone,,,0,DCW-KY
61339,Rache Chanel,Rache Chanel,,,0,DCW-KY
61340,Gaspar Hernandez,Gaspar Hernandez,,,0,DCW-KY
61341,Taylor King,Taylor King,,,0,DCW-KY
61342,Michael Morleone,Michael Morleone,,,0,DCW-KY
61347,Adrian Ward,Adrian Ward,,,0,DCW-KY
61348,Aaron Solo,Aaron Solo,,,0,DCW-KY
61349,Mac Toba,Mac Toba,,,0,DDT
61367,Trent Seven,Trent Seven,,,0,WPW-Can
61369,Vinko,Vinko,,,0,WPW-Can
61380,Chris Van Vliet,Chris Van Vliet,,,0,BLP
61381,Mojo Muhtadi,Mojo Muhtadi,,,0,BLP
61382,Sabin Gauge,Sabin Gauge,,,0,BLP
61383,Mustafa Ali,Mustafa Ali,,,0,BLP
61384,Nate Kobain,Nate Kobain,,,0,BLP
61385,Darren Fly,Darren Fly,,,0,BLP
61386,Maven Huffman,Maven Huffman,,,0,BLP
61387,Wrestlers Combine Participants,Wrestlers Combine Participants,,,0,BLP
61391,Eli Isom,Eli Isom,,,0,BLP
61392,Rhys Maddox,Rhys Maddox,,,0,BLP
61393,Davey Vega,Davey Vega,,,0,BLP
61394,Matt Makowski,Matt Makowski,,,0,BLP
61395,Koda Hernandez,Koda Hernandez,,,0,BLP
61396,Robbie Eagles,Robbie Eagles,,,0,BLP
61397,Raj Dhesi,Raj Dhesi,,,0,BLP
61398,Rachel Armstrong,Rachel Armstrong,,,0,BLP
61399,Moose,Moose,,,0,BLP
61401,Facade,Facade,,,0,JCW
61402,Caleb Konley,Caleb Konley,,,0,JCW
61404,Butler Geeves,Butler Geeves,,,0,JCW
61409,Tyler Fox,Tyler Fox,,,0,JCW
61420,Angelo Parker,Angelo Parker,,,0,ROH
61421,John Silver,John Silver,,,0,ROH
61422,Arianna Grace,Arianna Grace,,,0,TNA
61423,Karmen Petrovic,Karmen Petrovic,,,0,TNA
61424,Allan Breeze,Allan Breeze,,,0,NJPW
61425,Empress Nexus Venus,Empress Nexus Venus,,,0,NJPW
61426,Niko Vance,Niko Vance,,,0,WWE
61428,Simon Cassidy,Simon Cassidy,,,0,ICW
61429,Crusher Takahashi,Crusher Takahashi,,,0,GPW2
61430,Fumihito Kihara,Fumihito Kihara,,,0,GPW2
61431,Tanomusaku Toba,Tanomusaku Toba,,,0,GPW2
61432,Kazuhiko Ogasawara,Kazuhiko Ogasawara,,,0,GPW2
61433,Batten Tamagawa,Batten Tamagawa,,,0,GPW2
61434,Survival Tobita,Survival Tobita,,,0,GPW2
61435,J-Soul Pandita III,J-Soul Pandita III,,,0,GPW2
61436,Osamu Namiguchi,Osamu Namiguchi,,,0,GPW2
61437,Yukihiro Abe,Yukihiro Abe,,,0,GPW2
61438,Shiori Asahi,Shiori Asahi,,,0,GPW2
61439,Minoru Fujita,Minoru Fujita,,,0,GPW2
61440,Hagane Shinnou,Hagane Shinnou,,,0,GPW2
61441,Takafumi Ito,Takafumi Ito,,,0,GPW2
61442,Bambi,Bambi,,,0,GPW2
61443,Saki Fujita,Saki Fujita,,,0,GPW2
61445,Ganbare The Akihabara,Ganbare The Akihabara,,,0,GPW2
61446,Ganbare The Robin,Ganbare The Robin,,,0,GPW2
61447,Nobuhiro Shimatani,Nobuhiro Shimatani,,,0,GPW2
61448,Chikara,Chikara,,,0,GPW2
61453,Sumire Natsu,Sumire Natsu,,,0,STARDOM
61454,Session Moth Martina,Session Moth Martina,,,0,STARDOM
61456,The Cheetah Kid (Prince Iaukea),Cheetah Kid (Prince Iaukea),,,0,WCW
61458,Mao Hoshino,Mao Hoshino,,,0,GPW2
61459,Cherry,Cherry,,,0,GPW2
61460,Tetsuya Endo,Tetsuya Endo,,,0,GPW2
61461,Daisuke Sasaki,Daisuke Sasaki,,,0,GPW2
61462,Jason Kincaid,Jason Kincaid,,,0,GPW2
61466,Mike Santana,Mike Santana,,,0,WPW-Can
61467,2 Tuff Tony,2 Tuff Tony,,,0,PWU-5
61468,2 Tuff Tony,2 Tuff Tony,,,0,NWA-SAW
61469,Hammerjack,Hammerjack,,,0,NWA-SAW
61470,Adrian Surge,Adrian Surge,,,0,SNPW
61471,2 Tuff Tony,2 Tuff Tony,,,0,SNPW
61472,Trip,Trip,,,0,D1W
61473,2 Tuff Tony,2 Tuff Tony,,,0,D1W
